id,titulo,autores,anio,doi,url,base,eje,tipo_publicacion,incluido,motivo_exclusion,duplicado_de,referencia_seminal
C0173,EID-GAN: Generative Adversarial Nets for Extremely Imbalanced Data Augmentation,W. Li; J. Chen; J. Cao; C. Ma; J. Wang; X. Cui; P. Chen,2023,10.1109/tii.2022.3182781,https://doi.org/10.1109/tii.2022.3182781,ieee,3,artículo de revista,si,,,
C0174,Enhanced Rice Leaf Diseases Diagnosis Using Deep Learning Model with GAN-Based Synthetic Data Augmentation,S. Jain; R. Kumar; K. Agrawal,2025,10.1109/iccsai64074.2025.11064529,https://doi.org/10.1109/iccsai64074.2025.11064529,ieee,3,congreso,si,,,
C0175,Enhancing Age and Gender Classification through cGAN-based Data Augmentation,C. Tsai; C. H. Lin,2023,10.1109/gcce59613.2023.10315487,https://doi.org/10.1109/gcce59613.2023.10315487,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0176,Enhancing Brain MRI Images: Using DC GAN And WGAN For Image Augmentation,M. Abdulla; G. T. Reddy; G. M. V. Sai; S. Srihemanth; K. Afnaan; T. Singh; P. Duraisamy,2024,10.1109/icccnt61001.2024.10724924,https://doi.org/10.1109/icccnt61001.2024.10724924,ieee,3,congreso,no,"coincidencia de terminos espuria: dominio claramente ajeno a agricultura/cultivos/suelo (ej. imagenologia medica, seguridad de redes) sin anclaje agricola en el titulo",,
C0177,Enhancing Crop Disease Identification and Management Using Inception V3 Transfer Learning,M. M. Baig; P. Chauhan; R. K. Patel; S. Singh Chouhan; H. Vishwakarma; A. Shukla; D. Kumar,2025,10.1109/rcsm67767.2025.11507538,https://doi.org/10.1109/rcsm67767.2025.11507538,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0178,Enhancing Disease Severity Classification: Unveiling the Complexity of Sugar Maple Tar Spot with CNN-GAN Framework,Yashu; R. Sharma; M. Kumar; M. Manwal; V. Jain,2024,10.1109/incet61516.2024.10593314,https://doi.org/10.1109/incet61516.2024.10593314,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0179,Enhancing Few-Shot Plant Disease Classification with Diffusion Model,J. Huang; Z. Wang; M. Xu; L. Ma; W. Wu; J. Cao,2024,10.1109/cac63892.2024.10864650,https://doi.org/10.1109/cac63892.2024.10864650,ieee,3,congreso,si,,,
C0180,Enhancing Groundnut Leaf Disease and Stress Detection Using GAN-Based Deep Learning Models,P. J; K. Dinakaran,2025,10.1109/iccct63501.2025.11019972,https://doi.org/10.1109/iccct63501.2025.11019972,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0181,Enhancing Plant Disease Detection Using Attention-Augmented Residual Networks and Faster Region–Convolutional Networks,K. Sathya; A. Balakrishnan; P. Baskaran; A. Kumar Ramamoorthy,2025,10.1109/access.2025.3551242,https://doi.org/10.1109/access.2025.3551242,ieee,3,artículo de revista,si,,,
C0182,Enhancing Plant Disease Identification through Innovative Image Synthesis: A Study of InstaGAN and Data Augmentation in Agriculture,K. Lee; A. Muhammad; C. Lim; J. Hyeon; D. Han,2023,10.1109/icce-asia59966.2023.10326352,https://doi.org/10.1109/icce-asia59966.2023.10326352,ieee,3,congreso,si,,,
C0183,Enhancing Potato Leaf Disease Detection: A Comparative Study of CNN Architectures with K-means Segmentation and Data Augmentation,R. R. Nair; E. P. M; T. Babu,2024,10.1109/bitcon63716.2024.10985561,https://doi.org/10.1109/bitcon63716.2024.10985561,ieee,3,congreso,si,,,
C0184,Enhancing Strawberry Yield Forecasting With Backcasted IoT Sensor Data and Machine Learning,T. A. Ayall; A. Li; M. Beddows; M. Markovic; G. Leontidis,2026,10.1109/tafe.2026.3702855,https://doi.org/10.1109/tafe.2026.3702855,ieee,3,artículo de revista,si,,,
C0185,Epileptic Seizure Detection from EEG Signals using Autoencoder-based Graph Convolutional Neural Network,F. A. Jibon; F. Hasan Siddiqui,2025,10.1109/ecce64574.2025.11013859,https://doi.org/10.1109/ecce64574.2025.11013859,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0186,Evaluating Variational Autoencoders for Synthetic Time Series Data Generation in Agricultural and Energy Applications,A. I. Kafi; A. Sanfilippo; S. A. -H. Shannak,2025,10.1109/isie62713.2025.11124773,https://doi.org/10.1109/isie62713.2025.11124773,ieee,3,congreso,si,,,
C0187,Evaluation of Dental Image Augmentation for the Severity Assessment of Periodontal Disease,Y. Moriyama; C. Lee; S. Date; Y. Kashiwagi; Y. Narukawa; K. Nozaki; S. Murakami,2019,10.1109/csci49370.2019.00176,https://doi.org/10.1109/csci49370.2019.00176,ieee,3,congreso,no,"coincidencia de terminos espuria: dominio claramente ajeno a agricultura/cultivos/suelo (ej. imagenologia medica, seguridad de redes) sin anclaje agricola en el titulo",,
C0188,Explainable Deep Learning Framework for Insider Threat Detection in Enterprise MIS Networks,M. K. Miah; S. Afrin; K. R. Ahmed; A. H. M. M. Ali; K. A. Raihan; N. Sultana,2026,10.1109/qpain69676.2026.11546076,https://doi.org/10.1109/qpain69676.2026.11546076,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0189,Exploitation of ARIMA and Annual Variations Model for SAR Interferometry Over Permafrost Scenarios,W. Yu; X. Cheng; M. Jiang,2025,10.1109/jstars.2025.3550748,https://doi.org/10.1109/jstars.2025.3550748,ieee,3,artículo de revista,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0190,Finding the Truth From Uncertain Time Series by Differencing,J. Sun; D. Zhou; B. Jiang,2023,10.1109/ojcs.2023.3326150,https://doi.org/10.1109/ojcs.2023.3326150,ieee,3,artículo de revista,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0191,Finger Vein Spoof GANs: Is Synthesis Using Diffusion or VisionTransformer Superior for Presentation Attack Detector Training?,A. Vorderleitner; A. Uhl,2025,10.1109/dsp65409.2025.11075073,https://doi.org/10.1109/dsp65409.2025.11075073,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0192,Forward-Looking Sonar Image Generation and Data Augmentation via Conditionally Controllable Diffusion Model,J. Lin; C. Lan; W. Chen; R. Zhang; Z. Xu,2026,10.1109/oceans66983.2026.11616860,https://doi.org/10.1109/oceans66983.2026.11616860,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0193,Fresh Concrete Image Data Set Development Using Data Augmentation Algorithm as Building Concrete Compression Identification Reference,T. Handayani; S. A. Sudiro; R. Andayani; S. Madenda,2022,10.1109/icosnikom56551.2022.10034902,https://doi.org/10.1109/icosnikom56551.2022.10034902,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0194,GACNet: Generate Adversarial-Driven Cross-Aware Network for Hyperspectral Wheat Variety Identification,W. Zhang; Z. Li; G. Li; P. Zhuang; G. Hou; Q. Zhang; C. Li,2024,10.1109/tgrs.2023.3347745,https://doi.org/10.1109/tgrs.2023.3347745,ieee,3,artículo de revista,si,,,
C0195,GAN and MobileNet Based Classification of Disease Severity of Septoria Leaf Spot in Tomato Crop,S. Patil; H. Mallika; K. Indira; G. Hegde; S. M R,2024,10.1109/i4c62240.2024.10748520,https://doi.org/10.1109/i4c62240.2024.10748520,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0196,GAN based image augmentation for increased CNN performance in Paddy leaf disease classification,S. Lamba; A. Baliyan; V. Kukreja,2022,10.1109/icacite53722.2022.9823799,https://doi.org/10.1109/icacite53722.2022.9823799,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0197,GAN-Based Satellite Imaging: A Survey on Techniques and Applications,H. Mansourifar; A. Moskovitz; B. Klingensmith; D. Mintas; S. J. Simske,2022,10.1109/access.2022.3221123,https://doi.org/10.1109/access.2022.3221123,ieee,3,artículo de revista,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0198,GAN-Enhanced Multiscale Attention Vision Transformer for Robust and Interpretable Cotton Leaf Disease Diagnosis,C. Ooha; S. Thota; M. Jahnavi; K. H. Kowshik,2026,10.1109/ccic68129.2026.11486034,https://doi.org/10.1109/ccic68129.2026.11486034,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0199,GAN-Sim-GAN: Generative Data Augmentation for Apple Leaf Disease Classification,S. M. Moosavi; M. Gholipour; Y. Baleghi,2026,10.1109/access.2026.3706432,https://doi.org/10.1109/access.2026.3706432,ieee,3,artículo de revista,si,,,
C0200,GANSet - Generating annnotated datasets using Generative Adversarial Networks,H. Hammouch; S. Mohapatra; M. El-Yacoubi; H. Qin; H. Berbia; P. Mäder; M. Chikhaoui,2022,10.1109/iccsi55536.2022.9970561,https://doi.org/10.1109/iccsi55536.2022.9970561,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0201,GANterpolate+: A Unified Framework for Data Reconstruction in Sparse and Heterogeneous Domains,V. Tiwari; K. Agrawal; V. S. Ram Dasari,2026,10.1109/ccwc67433.2026.11393785,https://doi.org/10.1109/ccwc67433.2026.11393785,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0202,Gas Source Localization in Outdoor Environment Using Deep Learning and Stationary Sensor Network: Change in the Spacing Between Gas Sensors,G. -J. Zhao; H. Matsukura; H. Ishida,2026,10.1109/isoen68725.2026.11665229,https://doi.org/10.1109/isoen68725.2026.11665229,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0203,Gas Source Localization in Outdoor Environment Using Deep Learning: Data Augmentation by Gas Dispersion Simulator,G. -J. Zhao; H. Matsukura; M. Sakaue; T. Haratsu; H. Ishida,2024,10.1109/isoen61239.2024.10556037,https://doi.org/10.1109/isoen61239.2024.10556037,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0204,GenAI for the Synthesis of Enteric Methane Data,E. Komaclo; T. Gonsalves,2024,10.1109/waie63876.2024.00071,https://doi.org/10.1109/waie63876.2024.00071,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0205,Generalize Polyp Segmentation Via Inpainting Across Diverse Backgrounds and Pseudo-Mask Refinement,J. Ma; F. Lu; S. Huang; S. Wu; Z. Li,2024,10.1109/isbi56570.2024.10635889,https://doi.org/10.1109/isbi56570.2024.10635889,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0206,Generating synthetic data on agricultural crops with DCGAN,F. B. Pasaribu; L. J. E. Dewi; K. Y. E. Aryanto; K. A. Seputra; P. Varnakovida; N. K. Kertiasih,2024,10.1109/icaicta63815.2024.10763158,https://doi.org/10.1109/icaicta63815.2024.10763158,ieee,3,congreso,si,,,
C0207,Generation of Synthetic Dataset for Electronic Health Record (EHR) and Medical Images,K. V. Arya; S. D,2025,10.1109/iciccs65191.2025.10985621,https://doi.org/10.1109/iciccs65191.2025.10985621,ieee,3,congreso,no,"coincidencia de terminos espuria: dominio claramente ajeno a agricultura/cultivos/suelo (ej. imagenologia medica, seguridad de redes) sin anclaje agricola en el titulo",,
C0208,Generation of Variability in Multivariate Barley Grass Dataset through Latent Space Analysis of Variational Autoencoders,F. W. Wibowo; A. Dahlan; M. Koprawi; Wihayati,2025,10.1109/icsintesa68165.2025.11413796,https://doi.org/10.1109/icsintesa68165.2025.11413796,ieee,3,congreso,si,,,
C0209,Generative Adversarial Network-based Augmented Rice Leaf Disease Detection using Deep Learning,S. T. Y. Ramadan; T. Sakib; M. M. Ul Haque; N. Sharmin; M. M. Rahman,2022,10.1109/iccit57492.2022.10055716,https://doi.org/10.1109/iccit57492.2022.10055716,ieee,3,congreso,si,,,
C0210,Generative Adversarial Networks Based Approach for Data Augmentation in Mango Leaf Disease Detection System,A. Sharma; H. Kaur; D. Prashar,2023,10.1109/csnt57126.2023.10134707,https://doi.org/10.1109/csnt57126.2023.10134707,ieee,3,congreso,si,,,
C0211,Generative Adversarial Networks based Data Augmentation for Paddy Disease Detection using Support Vector Machine,S. Lamba; A. Baliyan; V. Kukreja,2022,10.1109/icrito56286.2022.9964506,https://doi.org/10.1109/icrito56286.2022.9964506,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0212,Generative Adversarial Networks for Transaction Anomaly Detection: A Synthetic Data Approach,M. Hasan; K. N. Hasan; F. S. Tamim; M. S. Arefin; A. W. Reza,2025,10.1109/qpain66474.2025.11172003,https://doi.org/10.1109/qpain66474.2025.11172003,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0213,Generative Adversarial Networks (GANs) for Crop Simulation and Enhancement: Exploring Synthetic Data for Agricultural Research,K. R. Ahmed; S. I. Chowdhury; S. T. Chowdhury,2026,10.1109/qpain69676.2026.11546197,https://doi.org/10.1109/qpain69676.2026.11546197,ieee,3,congreso,si,,,
C0214,Generative Adversarial Networks (GANs) for Image Augmentation in Farming: A Review,Z. U. Rahman; M. S. M. Asaari; H. Ibrahim; I. S. Z. Abidin; M. K. Ishak,2024,10.1109/access.2024.3505989,https://doi.org/10.1109/access.2024.3505989,ieee,3,artículo de revista,si,,,
C0215,Generative AI Assisted Embedded Vision Framework for Enhanced Grain Quality and Moisture Assessment,R. Sharma; C. Singh; S. Sharma; N. Kaur; P. Kaur,2026,10.1109/evst69093.2026.11660526,https://doi.org/10.1109/evst69093.2026.11660526,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0216,Generative and Explainable AI for Sustainable Agriculture and Public Health,R. Suryodai; D. N. Reddy,2025,10.1109/i-smac65734.2025.11597857,https://doi.org/10.1109/i-smac65734.2025.11597857,ieee,3,congreso,si,,,
C0217,Generative Design of Analog Circuits Under Limited Data via cVAE Manifold Modeling,H. Taşkιran; E. Afacan,2026,10.1109/smacd70206.2026.11647841,https://doi.org/10.1109/smacd70206.2026.11647841,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0218,Generative Modeling Techniques for Simulating Rare Agricultural Events on Prediction of Wheat Yield Production,Y. Dhumale; G. Bamnote; R. Kale; G. Sawale; A. Chaudhari; R. Karwa,2024,10.1109/idicaiei61867.2024.10842716,https://doi.org/10.1109/idicaiei61867.2024.10842716,ieee,3,congreso,si,,,
C0219,Geospatial Time Machine: A Generative Model to Enhance Spectral–Temporal Data Resolution,F. A. Lopes; V. Sagan; S. Sarkar; A. Stylianou; F. Esposito,2025,10.1109/tgrs.2025.3552629,https://doi.org/10.1109/tgrs.2025.3552629,ieee,3,artículo de revista,si,,,
C0220,GT&I GAN: A Generative Adversarial Network for Data Augmentation in Regression and Segmentation Tasks,H. Hammouch; S. Mohapatra; M. El-Yacoubi; H. Qin; H. Berbia,2024,10.1109/hsi61632.2024.10613542,https://doi.org/10.1109/hsi61632.2024.10613542,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0221,Handling of Class Imbalance for Plant Disease Classification with Variants of GANs,B. Talukdar,2020,10.1109/iciis51140.2020.9342728,https://doi.org/10.1109/iciis51140.2020.9342728,ieee,3,congreso,si,,,
C0222,HSTNet: Hybrid Supervision-Driven Two-Stream Collaborative Network for Hyperspectral Wheat Variety Classification,L. Zhou; S. Cui; Q. Zhang; W. Zhao; Z. Liang; W. Zhang,2025,10.1109/tgrs.2025.3642791,https://doi.org/10.1109/tgrs.2025.3642791,ieee,3,artículo de revista,si,,,
C0223,Hybrid GAN-Augmented Machine Learning for Crop Yield Prediction in Smart Agriculture,S. Sriram; D. S. Kumar; P. Kumar,2025,10.1109/icidca66325.2025.11280535,https://doi.org/10.1109/icidca66325.2025.11280535,ieee,3,congreso,si,,,
C0224,Hybrid GAN–Diffusion and Lesion-Aware Generative Models for Crop Disease Classification in Precision Agriculture,P. M. G. Jegathambal; J. Madhavan; K. M. Monica; B. Gayathri; Z. Justin; D. Simon,2025,10.1109/emergin67762.2025.11450654,https://doi.org/10.1109/emergin67762.2025.11450654,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0225,Hyperspectral Imaging and Advanced Vision Transformers for Identifying Pure and Pesticide-Coated Apples,A. Shafique; M. Siraj; B. Cheng; S. A. Alsaif; T. Sadad,2025,10.1109/access.2025.3559945,https://doi.org/10.1109/access.2025.3559945,ieee,3,artículo de revista,si,,,
C0226,ICGAN-CRSI: Integrating Conditional Generative Adversarial Networks for Efficient Classification of Remote Sensing Satellite Images,N. E. ElDien; S. M. Youssef; M. A. ElShenawy,2025,10.1109/icmisi65108.2025.11115249,https://doi.org/10.1109/icmisi65108.2025.11115249,ieee,3,congreso,si,,,
C0227,ICIP 2025 COMPETITION ON BEYOND VISIBLE SPECTRUM: AI FOR AGRICULTURE,Liangxiu Han; Wenjiang Huang; Xin Zhang; Yue Shi; Yingying Dong; Tam Sobeih,2025,10.1109/icipw68931.2025.11386379,https://doi.org/10.1109/icipw68931.2025.11386379,scopus,3,congreso,si,,,
C0228,Image augmentation using GAN models in Computer Vision,M. John; S. Santhanalakshmi,2021,10.1109/icosec51865.2021.9591692,https://doi.org/10.1109/icosec51865.2021.9591692,ieee,3,congreso,si,,,
C0229,Image Data Augmentation techniques for Deep Learning -A Mirror Review,D. Saini; R. Malik,2021,10.1109/icrito51393.2021.9596262,https://doi.org/10.1109/icrito51393.2021.9596262,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0230,Image-to-image Translation for Enlargement of Aircraft Skin Defect Datasets,A. N. Kasule; M. Ding; Y. Xu; J. Xu,2023,10.1109/iccasit58768.2023.10351722,https://doi.org/10.1109/iccasit58768.2023.10351722,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0231,Impact of Forest Disturbance on InSAR Surface Displacement Time Series,P. M. Bürgi; R. B. Lohman,2021,10.1109/tgrs.2020.2992938,https://doi.org/10.1109/tgrs.2020.2992938,ieee,3,artículo de revista,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0232,Implementation of Transfer Learning Model for Improved Performance in Plant Leaf Disease Detection,J. P. Prasad; V. C. Jadala; R. U. Rani,2025,10.1109/icaaic64647.2025.11330344,https://doi.org/10.1109/icaaic64647.2025.11330344,ieee,3,congreso,si,,,
C0233,Improve L2-normalized Softmax with Exponential Moving Average,X. Zhe; L. Ou-Yang; H. Yan,2019,10.1109/ijcnn.2019.8851850,https://doi.org/10.1109/ijcnn.2019.8851850,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0234,Improvement of Urinary Stone Segmentation Using GAN-Based Urinary Stones Inpainting Augmentation,W. Preedanan; K. Suzuki; T. Kondo; M. Kobayashi; H. Tanaka; J. Ishioka; Y. Matsuoka; Y. Fujii; I. Kumazawa,2022,10.1109/access.2022.3218444,https://doi.org/10.1109/access.2022.3218444,ieee,3,artículo de revista,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0235,Improving Deep Learning-based Cardiac Abnormality Detection in 12-Lead ECG with Data Augmentation,J. Qiu; M. P. Oppelt; M. Nissen; L. Anneken; K. Breininger; B. Eskofier,2022,10.1109/embc48229.2022.9871969,https://doi.org/10.1109/embc48229.2022.9871969,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0236,Improving Financial Security: A Hybrid AI-Based Credit Card Fraud Detection Framework,K. R. Ahmed; A. Rohan; S. A. Mitu; S. Akther; M. Rahaman; U. Chakraborty; M. I. H. Rial,2025,10.1109/conit65521.2025.11167292,https://doi.org/10.1109/conit65521.2025.11167292,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0237,Instance-Level Image Translation With a Local Discriminator,M. Xu; J. Lee; A. Fuentes; D. S. Park; J. Yang; S. Yoon,2021,10.1109/access.2021.3102263,https://doi.org/10.1109/access.2021.3102263,ieee,3,artículo de revista,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0238,"Integrated Data Augmentation for Accelerometer Time Series in Behavior Recognition: Roles of Sampling, Balancing, and Fourier Surrogates",C. Li; L. Minati; K. K. Tokgoz; M. Fukawa; J. Bartels; A. Sihan; K. -I. Takeda; H. Ito,2022,10.1109/jsen.2022.3219594,https://doi.org/10.1109/jsen.2022.3219594,ieee,3,artículo de revista,si,,,
C0239,Integrating Multi-Scenario Preprocessing and Data Augmentation with BiLSTM for Robust Agricultural Weather Forecasting,V. N. Wijayaningrum; V. A. H. Firdaus; M. Hani’Ah; Noprianto; A. N. Pramudhita; R. Wakhidah,2025,10.1109/icaitech66481.2025.11387243,https://doi.org/10.1109/icaitech66481.2025.11387243,ieee,3,congreso,si,,,
C0240,Intelligent Cotton Yield Prediction Using Hybrid Random Forest–LSTM Model with Synthetic Data Augmentation,N. V. S. Natteshan; G. S. Sai; K. V. Krishna,2026,10.1109/wccst67302.2026.11495991,https://doi.org/10.1109/wccst67302.2026.11495991,ieee,3,congreso,si,,,
C0241,Interactive AI Training Agent for Tomato Farmers: A GenAI and LLM driven Approach to Agriculture 4.0,G. S; P. T. C.,2025,10.1109/icecit67774.2025.11451172,https://doi.org/10.1109/icecit67774.2025.11451172,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0242,Interactive Translation in Echocardiography Training System With Enhanced Cycle-GAN,L. Teng; Z. Fu; Y. Yao,2020,10.1109/access.2020.3000666,https://doi.org/10.1109/access.2020.3000666,ieee,3,artículo de revista,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0243,Interpretable Cotton Leaf Diagnosis via GAN-Enhanced MA-ViT,C. Ooha; T. S. Raja Rajeswari; M. Jahnavi; K. H. Kowshik,2026,10.1109/conit69683.2026.11621334,https://doi.org/10.1109/conit69683.2026.11621334,ieee,3,congreso,si,,,
C0244,Joint Learning for Feature Reconstruction and Prediction in Agricultural Semantic Segmentation From Incomplete Satellite Image Time Series,Y. Wang; M. Belgiu; H. Wu; D. Zhong; Y. Cao; H. Li; C. Tao,2026,10.1109/tgrs.2025.3649017,https://doi.org/10.1109/tgrs.2025.3649017,ieee,3,artículo de revista,si,,,
C0245,KrishiAI - An IoT and Machine Learning based Mobile Application for Farmers,S. V. Chavan; D. Manoj Gopalani; R. R. Heda; R. Gopal Israni; R. B. Sethiya,2020,10.1109/iciccs48265.2020.9120952,https://doi.org/10.1109/iciccs48265.2020.9120952,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0246,Large-Scale Crop Mapping Based on Multisource Remote Sensing Intelligent Interpretation: A Spatiotemporal Data Cubes Approach,J. Sun; X. Yao; S. Yan; Q. Xiong; G. Li; J. Huang,2024,10.1109/jstars.2024.3428627,https://doi.org/10.1109/jstars.2024.3428627,ieee,3,artículo de revista,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0247,Leaf Blight Disease Detection in Solanaceous Crops Using Generative Adversarial Networks,S. Dutta; S. G. Neogi; V. Chole,2025,10.1109/icrito66076.2025.11241495,https://doi.org/10.1109/icrito66076.2025.11241495,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0248,Learning From Paired and Unpaired Data: Alternately Trained CycleGAN for Near Infrared Image Colorization,Z. Yang; Z. Chen,2020,10.1109/vcip49819.2020.9301791,https://doi.org/10.1109/vcip49819.2020.9301791,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0249,Learning Graphs with Multiple Temporal Resolutions,K. Yamada; Y. Tanaka,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9306233,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0250,Leveraging Generative AI for Accurate Crop Disease Detection,L. Deepak; N. H D; P. K J; S. A; H. S. Jayanna,2025,10.1109/icsses64899.2025.11009749,https://doi.org/10.1109/icsses64899.2025.11009749,ieee,3,congreso,si,,,
C0251,LiquidGAN: Integrating Liquid Neural Networks and Neural ODEs for High-Fidelity Thermal Image Synthesis Under Data Scarcity,S. Sarath; J. J. Nair,2025,10.1109/access.2025.3612038,https://doi.org/10.1109/access.2025.3612038,ieee,3,artículo de revista,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0252,LLM-Enhanced Multimodal Perception Data Fusion and Cascaded Augmentation for Crop Growth Monitoring Based on UAV Remote Sensing,X. Liang; R. Jing; Y. Yong; X. Yuan; G. Feng; L. Zhang; Z. Fu,2026,10.1109/jstars.2026.3697902,https://doi.org/10.1109/jstars.2026.3697902,ieee,3,artículo de revista,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0253,Machine Learning-Driven Optimization of Plant Growth Through Dynamic Climate Regulation,K. P. Mayuri; S. Kathavate,2025,10.1109/conit65521.2025.11166909,https://doi.org/10.1109/conit65521.2025.11166909,ieee,3,congreso,si,,,
C0254,Maize Growth and Condition Monitoring with Multisensor Remotely Sensed Time Series,G. Ghazaryan; O. Dubovyk; J. Schreier; V. Graw; J. Schellberg,2019,10.1109/igarss.2019.8898224,https://doi.org/10.1109/igarss.2019.8898224,ieee,3,congreso,si,,,
C0255,Mandarin Orange Anomaly Detection with Cycle-GAN,K. Noguchi; Y. Takemura; M. Tominaga; K. Ishii,2024,10.1109/sii58957.2024.10417370,https://doi.org/10.1109/sii58957.2024.10417370,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0256,Max Fusing Gated Recurrent Units and Ensemble Classifier for Intelligent Acoustic Classification,C. S. Chin; S. See,2022,10.1109/icis54925.2022.9882508,https://doi.org/10.1109/icis54925.2022.9882508,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0257,Medical Image Generation Techniques for Data Augmentation: Disc-VAE versus GAN,K. Rais; M. Amroune; M. Y. Haouam,2024,10.1109/pais62114.2024.10541221,https://doi.org/10.1109/pais62114.2024.10541221,ieee,3,congreso,no,"coincidencia de terminos espuria: dominio claramente ajeno a agricultura/cultivos/suelo (ej. imagenologia medica, seguridad de redes) sin anclaje agricola en el titulo",,
